Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
4047  2100.465    17    41    15.6470588235    6.0    7    1597    34.0
4048  2100.867    9    111    15.6470588235    6.0    7    1598    34.0
4049  2101.115    6    0    15.6470588235    6.0    7    1598    34.0
4050  2101.606    6    70    15.6470588235    6.0    7    1598    34.0
4051  2101.834    21    23    15.6470588235    6.0    7    1598    34.0
4052  2102.127    3    0    15.6470588235    6.0    7    1598    34.0
4053  2102.356    6    0    15.6470588235    6.0    7    1598    34.0
4054  2102.541    17    39    15.6470588235    6.0    7    1598    34.0
4055  2103.004    10    6    15.6470588235    6.0    7    1598    34.0
4056  2103.865    1    0    15.6470588235    6.0    7    1598    34.0
4057  2103.916    17    22    15.6470588235    6.0    7    1598    34.0
4058  2104.123    3    35    15.6470588235    6.0    7    1599    34.0
4059  2104.325    5    0    15.6470588235    6.0    7    1599    34.0
4060  2104.586    15    0    15.6470588235    6.0    7    1599    34.0
4061  2104.596    6    0    15.6470588235    6.0    7    1599    34.0
4062  2104.676    5    0    15.6470588235    6.0    7    1599    34.0
4063  2104.837    11    8    15.6470588235    6.0    7    1598    34.0
4064  2104.998    3    35    15.6470588235    6.0    7    1599    34.0
4065  2105.205    6    0    15.6470588235    6.0    7    1599    34.0
4066  2105.605    15    5    15.6470588235    6.0    7    1599    34.0
4067  2105.731    1    0    15.6470588235    6.0    7    1599    34.0
4068  2106.029    20    41    15.6470588235    6.0    7    1599    34.0
4069  2106.272    17    2    15.6470588235    6.0    7    1599    34.0
4070  2107.451    5    0    15.6470588235    6.0    7    1599    34.0
4071  2107.453    17    37    15.6470588235    6.0    7    1599    34.0
4072  2107.512    15    4    15.6470588235    6.0    7    1599    34.0
4073  2107.598    17    35    15.6470588235    6.0    7    1598    34.0
4074  2107.985    16    10    15.6470588235    6.0    7    1599    34.0
4075  2107.999    19    214    15.6470588235    6.0    7    1599    34.0
4076  2108.575    9    0    15.6470588235    6.0    7    1599    34.0
4077  2108.908    6    7    15.6470588235    6.0    7    1599    34.0
4078  2109.359    12    132    15.6470588235    6.0    7    1599    34.0
4079  2109.692    1    0    15.6470588235    6.0    7    1600    34.0
4080  2109.992    11    0    15.6470588235    6.0    7    1600    34.0
4081  2110.465    17    34    15.6470588235    6.0    7    1600    34.0
4082  2110.867    9    0    15.6470588235    6.0    7    1600    34.0
4083  2111.115    6    0    15.6470588235    6.0    7    1600    34.0
4084  2111.606    6    71    15.6470588235    6.0    7    1600    34.0
4085  2111.834    21    0    15.6470588235    6.0    7    1600    34.0
4086  2112.127    3    0    15.6470588235    6.0    7    1600    34.0
4087  2112.356    6    2    15.6470588235    6.0    7    1600    34.0
4088  2112.541    17    0    15.6470588235    6.0    7    1600    34.0
4089  2113.004    10    4    15.6470588235    6.0    7    1600    34.0
4090  2113.865    1    0    15.6470588235    6.0    7    1600    34.0
4091  2113.916    17    21    15.6470588235    6.0    7    1600    34.0
4092  2114.123    3    38    15.6470588235    6.0    7    1600    34.0
4093  2114.325    5    0    15.6470588235    6.0    7    1600    34.0
4094  2114.586    15    0    15.6470588235    6.0    7    1600    34.0
4095  2114.596    6    0    15.6470588235    6.0    7    1600    34.0
4096  2114.676    5    0    15.6470588235    6.0    7    1600    34.0
4097  2114.837    11    5    15.6470588235    6.0    7    1599    34.0
4098  2114.998    3    36    15.6470588235    6.0    7    1600    34.0
4099  2115.205    6    2    15.6470588235    6.0    7    1601    34.0
4100  2115.605    15    4    15.6470588235    6.0    7    1601    34.0
4101  2115.731    1    0    15.6470588235    6.0    7    1601    34.0
4102  2116.029    20    42    15.6470588235    6.0    7    1601    34.0
4103  2116.272    17    1    15.6470588235    6.0    7    1601    34.0
4104  2117.451    5    0    15.6470588235    6.0    7    1601    34.0
4105  2117.453    17    39    15.6470588235    6.0    7    1601    34.0
4106  2117.512    15    3    15.6470588235    6.0    7    1601    34.0
4107  2117.598    17    29    15.6470588235    6.0    7    1601    34.0
4108  2117.985    16    7    15.6470588235    6.0    7    1601    34.0
4109  2117.999    19    3    15.6470588235    6.0    7    1601    34.0
4110  2118.575    9    0    15.6470588235    6.0    7    1601    34.0
4111  2118.908    6    8    15.6470588235    6.0    7    1601    34.0
4112  2119.359    12    133    15.6470588235    6.0    7    1601    34.0
4113  2119.692    1    0    15.6470588235    6.0    7    1602    34.0
4114  2119.992    11    0    15.6470588235    6.0    7    1602    34.0
4115  2120.465    17    35    15.6470588235    6.0    7    1602    34.0
4116  2120.867    9    0    15.6470588235    6.0    7    1602    34.0
4117  2121.115    6    0    15.6470588235    6.0    7    1602    34.0
4118  2121.606    6    70    15.6470588235    6.0    7    1602    34.0
4119  2121.834    21    0    15.6470588235    6.0    7    1602    34.0
4120  2122.127    3    0    15.6470588235    6.0    7    1602    34.0
4121  2122.356    6    1    15.6470588235    6.0    7    1601    34.0
4122  2122.541    17    2    15.6470588235    6.0    7    1602    34.0
4123  2123.004    10    6    15.6470588235    6.0    7    1602    34.0
4124  2123.865    1    0    15.6470588235    6.0    7    1602    34.0
4125  2123.916    17    20    15.6470588235    6.0    7    1602    34.0
4126  2124.123    3    0    15.6470588235    6.0    7    1602    34.0
4127  2124.325    5    0    15.6470588235    6.0    7    1602    34.0
4128  2124.586    15    0    15.6470588235    6.0    7    1602    34.0
4129  2124.596    6    0    15.6470588235    6.0    7    1602    34.0
4130  2124.676    5    0    15.6470588235    6.0    7    1602    34.0
4131  2124.837    11    9    15.6470588235    6.0    7    1602    34.0
4132  2124.998    3    36    15.6470588235    6.0    7    1602    34.0
4133  2125.205    6    73    15.6470588235    6.0    7    1602    34.0
4134  2125.605    15    5    15.6470588235    6.0    7    1602    34.0
4135  2125.731    1    0    15.6470588235    6.0    7    1602    34.0
4136  2126.029    20    41    15.6470588235    6.0    7    1602    34.0
4137  2126.272    17    17    15.6470588235    6.0    7    1601    34.0
4138  2127.451    5    0    15.6470588235    6.0    7    1602    34.0
4139  2127.453    17    37    15.6470588235    6.0    7    1602    34.0
4140  2127.512    15    4    15.6470588235    6.0    7    1602    34.0
4141  2127.598    17    32    15.6470588235    6.0    7    1601    34.0
4142  2127.985    16    10    15.6470588235    6.0    7    1602    34.0
4143  2127.999    19    39    15.6470588235    6.0    7    1601    34.0
4144  2128.575    9    1    15.6470588235    6.0    7    1602    34.0
4145  2128.908    6    7    15.6470588235    6.0    7    1602    34.0
4146  2129.359    12    0    15.6470588235    6.0    7    1602    34.0
4147  2129.692    1    0    15.6470588235    6.0    7    1602    34.0
4148  2129.992    11    0    15.6470588235    6.0    7    1602    34.0
4149  2130.465    17    34    15.6470588235    6.0    7    1602    34.0
4150  2130.867    9    2    15.6470588235    6.0    7    1602    34.0
4151  2131.115    6    4    15.6470588235    6.0    7    1602    34.0
4152  2131.606    6    71    15.6470588235    6.0    7    1602    34.0
4153  2131.834    21    3    15.6470588235    6.0    7    1602    34.0
4154  2132.127    3    0    15.6470588235    6.0    7    1602    34.0
4155  2132.356    6    3    15.6470588235    6.0    7    1601    34.0
4156  2132.541    17    205    15.6470588235    6.0    7    1601    34.0
4157  2133.004    10    4    15.6470588235    6.0    7    1602    34.0
4158  2133.865    1    0    15.6470588235    6.0    7    1602    34.0
4159  2133.916    17    1    15.6470588235    6.0    7    1602    34.0
4160  2134.123    3    1    15.6470588235    6.0    7    1602    34.0
4161  2134.325    5    1    15.6470588235    6.0    7    1602    34.0
4162  2134.586    15    0    15.6470588235    6.0    7    1602    34.0
4163  2134.596    6    0    15.6470588235    6.0    7    1602    34.0
4164  2134.676    5    0    15.6470588235    6.0    7    1602    34.0
4165  2134.837    11    5    15.6470588235    6.0    7    1602    34.0
4166  2134.998    3    36    15.6470588235    6.0    7    1602    34.0
4167  2135.205    6    70    15.6470588235    6.0    7    1602    34.0
4168  2135.605    15    4    15.6470588235    6.0    7    1602    34.0
4169  2135.731    1    0    15.6470588235    6.0    7    1602    34.0
4170  2136.029    20    42    15.6470588235    6.0    7    1602    34.0
4171  2136.272    17    0    15.6470588235    6.0    7    1602    34.0
4172  2137.451    5    0    15.6470588235    6.0    7    1602    34.0
4173  2137.453    17    2    15.6470588235    6.0    7    1602    34.0
4174  2137.512    15    9    15.6470588235    6.0    7    1602    34.0
4175  2137.598    17    30    15.6470588235    6.0    7    1602    34.0
4176  2137.985    16    7    15.6470588235    6.0    7    1602    34.0
4177  2137.999    19    1    15.6470588235    6.0    7    1602    34.0
4178  2138.575    9    116    15.6470588235    6.0    7    1601    34.0
4179  2138.908    6    2    15.6470588235    6.0    7    1602    34.0
4180  2139.359    12    2    15.6470588235    6.0    7    1602    34.0
4181  2139.692    1    0    15.6470588235    6.0    7    1602    34.0
4182  2139.992    11    0    15.6470588235    6.0    7    1602    34.0
4183  2140.465    17    35    15.6470588235    6.0    7    1602    34.0
4184  2140.867    9    2    15.6470588235    6.0    7    1601    34.0
4185  2141.115    6    0    15.6470588235    6.0    7    1602    34.0
4186  2141.606    6    70    15.6470588235    6.0    7    1602    34.0
4187  2141.834    21    248    15.6470588235    6.0    7    1601    34.0
4188  2142.127    3    0    15.6470588235    6.0    7    1602    34.0
4189  2142.356    6    2    15.6470588235    6.0    7    1602    34.0
4190  2142.541    17    195    15.6470588235    6.0    7    1602    34.0
4191  2143.004    10    6    15.6470588235    6.0    7    1602    34.0
4192  2143.865    1    0    15.6470588235    6.0    7    1602    34.0
4193  2143.916    17    1    15.6470588235    6.0    7    1602    34.0
4194  2144.123    3    0    15.6470588235    6.0    7    1603    34.0
4195  2144.325    5    17    15.6470588235    6.0    7    1603    34.0
4196  2144.586    15    0    15.6470588235    6.0    7    1603    34.0
4197  2144.596    6    2    15.6470588235    6.0    7    1603    34.0
4198  2144.676    5    0    15.6470588235    6.0    7    1603    34.0
4199  2144.837    11    10    15.6470588235    6.0    7    1603    34.0
4200  2144.998    3    36    15.6470588235    6.0    7    1603    34.0
4201  2145.205    6    71    15.6470588235    6.0    7    1603    34.0
4202  2145.605    15    0    15.6470588235    6.0    7    1603    34.0
4203  2145.731    1    0    15.6470588235    6.0    7    1603    34.0
4204  2146.029    20    0    15.6470588235    6.0    7    1603    34.0
4205  2146.272    17    0    15.6470588235    6.0    7    1603    34.0
4206  2147.451    5    0    15.6470588235    6.0    7    1603    34.0
4207  2147.453    17    207    15.6470588235    6.0    7    1602    34.0
4208  2147.512    15    35    15.6470588235    6.0    7    1602    34.0
4209  2147.598    17    32    15.6470588235    6.0    7    1603    34.0
4210  2147.985    16    10    15.6470588235    6.0    7    1603    34.0
4211  2147.999    19    8    15.6470588235    6.0    7    1602    34.0
4212  2148.575    9    112    15.6470588235    6.0    7    1603    34.0
4213  2148.908    6    73    15.6470588235    6.0    7    1603    34.0
4214  2149.359    12    0    15.6470588235    6.0    7    1604    34.0
4215  2149.692    1    0    15.6470588235    6.0    7    1605    34.0
4216  2149.992    11    0    15.6470588235    6.0    7    1605    34.0
4217  2150.465    17    1    15.6470588235    6.0    7    1605    34.0
4218  2150.867    9    3    15.6470588235    6.0    7    1604    34.0
4219  2151.115    6    0    15.6470588235    6.0    7    1605    34.0
4220  2151.606    6    72    15.6470588235    6.0    7    1605    34.0
4221  2151.834    21    236    15.6470588235    6.0    7    1605    34.0
4222  2152.127    3    1    15.6470588235    6.0    7    1605    34.0
4223  2152.356    6    0    15.6470588235    6.0    7    1605    34.0
4224  2152.541    17    198    15.6470588235    6.0    7    1605    34.0
4225  2153.004    10    4    15.6470588235    6.0    7    1605    34.0
4226  2153.865    1    0    15.6470588235    6.0    7    1605    34.0
4227  2153.916    17    2    15.6470588235    6.0    7    1605    34.0
4228  2154.123    3    0    15.6470588235    6.0    7    1606    34.0
4229  2154.325    5    14    15.6470588235    6.0    7    1606    34.0
4230  2154.586    15    0    15.6470588235    6.0    7    1607    34.0
4231  2154.596    6    3    15.6470588235    6.0    7    1607    34.0
4232  2154.676    5    0    15.6470588235    6.0    7    1608    34.0
4233  2154.837    11    0    15.6470588235    6.0    7    1608    34.0
4234  2154.998    3    36    15.6470588235    6.0    7    1608    34.0
4235  2155.205    6    71    15.6470588235    6.0    7    1608    34.0
4236  2155.605    15    0    15.6470588235    6.0    7    1608    34.0
4237  2155.731    1    0    15.6470588235    6.0    7    1608    34.0
4238  2156.029    20    1    15.6470588235    6.0    7    1608    34.0
4239  2156.272    17    1    15.6470588235    6.0    7    1608    34.0
4240  2157.451    5    0    15.6470588235    6.0    7    1608    34.0
4241  2157.453    17    195    15.6470588235    6.0    7    1608    34.0
4242  2157.512    15    0    15.6470588235    6.0    7    1608    34.0
4243  2157.598    17    30    15.6470588235    6.0    7    1608    34.0
4244  2157.985    16    7    15.6470588235    6.0    7    1608    34.0
4245  2157.999    19    2    15.6470588235    6.0    7    1607    34.0
4246  2158.575    9    0    15.6470588235    6.0    7    1608    34.0
4247  2158.908    6    0    15.6470588235    6.0    7    1608    34.0
4248  2159.359    12    0    15.6470588235    6.0    7    1608    34.0
4249  2159.692    1    0    15.6470588235    6.0    7    1608    34.0
4250  2159.992    11    0    15.6470588235    6.0    7    1608    34.0
4251  2160.465    17    207    15.6470588235    6.0    7    1607    34.0
4252  2160.867    9    3    15.6470588235    6.0    7    1608    34.0
4253  2161.115    6    0    15.6470588235    6.0    7    1608    34.0
4254  2161.606    6    71    15.6470588235    6.0    7    1608    34.0
4255  2161.834    21    238    15.6470588235    6.0    7    1608    34.0
4256  2162.127    3    1    15.6470588235    6.0    7    1608    34.0
4257  2162.356    6    0    15.6470588235    6.0    7    1609    34.0
4258  2162.541    17    195    15.6470588235    6.0    7    1609    34.0
4259  2163.004    10    6    15.6470588235    6.0    7    1609    34.0
4260  2163.865    1    0    15.6470588235    6.0    7    1609    34.0
4261  2163.916    17    2    15.6470588235    6.0    7    1609    34.0
4262  2164.123    3    1    15.6470588235    6.0    7    1609    34.0
4263  2164.325    5    0    15.6470588235    6.0    7    1609    34.0
4264  2164.586    15    0    15.6470588235    6.0    7    1609    34.0
4265  2164.596    6    9    15.6470588235    6.0    7    1609    34.0
4266  2164.676    5    1    15.6470588235    6.0    7    1610    34.0
4267  2164.837    11    0    15.6470588235    6.0    7    1610    34.0
4268  2164.998    3    36    15.6470588235    6.0    7    1610    34.0
4269  2165.205    6    72    15.6470588235    6.0    7    1610    34.0
4270  2165.605    15    0    15.6470588235    6.0    7    1610    34.0
4271  2165.731    1    0    15.6470588235    6.0    7    1610    34.0
4272  2166.029    20    1    15.6470588235    6.0    7    1609    34.0
4273  2166.272    17    38    15.6470588235    6.0    7    1609    34.0
4274  2167.451    5    0    15.6470588235    6.0    7    1610    34.0
4275  2167.453    17    196    15.6470588235    6.0    7    1610    34.0
4276  2167.512    15    1    15.6470588235    6.0    7    1610    34.0
4277  2167.598    17    0    15.6470588235    6.0    7    1610    34.0
4278  2167.985    16    10    15.6470588235    6.0    7    1610    34.0
4279  2167.999    19    3    15.6470588235    6.0    7    1609    34.0
4280  2168.575    9    0    15.6470588235    6.0    7    1610    34.0
4281  2168.908    6    0    15.6470588235    6.0    7    1610    34.0
4282  2169.359    12    1    15.6470588235    6.0    7    1610    34.0
4283  2169.692    1    0    15.6470588235    6.0    7    1610    34.0
4284  2169.992    11    1    15.6470588235    6.0    7    1610    34.0
4285  2170.465    17    192    15.6470588235    6.0    7    1610    34.0
4286  2170.867    9    3    15.6470588235    6.0    7    1610    34.0
4287  2171.115    6    1    15.6470588235    6.0    7    1610    34.0
4288  2171.606    6    72    15.6470588235    6.0    7    1610    34.0
4289  2171.834    21    233    15.6470588235    6.0    7    1610    34.0
4290  2172.127    3    0    15.6470588235    6.0    7    1610    34.0
4291  2172.356    6    0    15.6470588235    6.0    7    1611    34.0
4292  2172.541    17    195    15.6470588235    6.0    7    1611    34.0
4293  2173.004    10    4    15.6470588235    6.0    7    1611    34.0
4294  2173.865    1    0    15.6470588235    6.0    7    1611    34.0
4295  2173.916    17    2    15.6470588235    6.0    7    1611    34.0
4296  2174.123    3    1    15.6470588235    6.0    7    1611    34.0
4297  2174.325    5    0    15.6470588235    6.0    7    1611    34.0
4298  2174.586    15    4    15.6470588235    6.0    7    1611    34.0
4299  2174.596    6    4    15.6470588235    6.0    7    1611    34.0
4300  2174.676    5    4    15.6470588235    6.0    7    1611    34.0
4301  2174.837    11    0    15.6470588235    6.0    7    1612    34.0
4302  2174.998    3    36    15.6470588235    6.0    7    1612    34.0
4303  2175.205    6    71    15.6470588235    6.0    7    1612    34.0
4304  2175.605    15    0    15.6470588235    6.0    7    1612    34.0
4305  2175.731    1    0    15.6470588235    6.0    7    1612    34.0
4306  2176.029    20    1    15.6470588235    6.0    7    1611    34.0
4307  2176.272    17    32    15.6470588235    6.0    7    1611    34.0
4308  2177.451    5    0    15.6470588235    6.0    7    1612    34.0
4309  2177.453    17    190    15.6470588235    6.0    7    1612    34.0
4310  2177.512    15    2    15.6470588235    6.0    7    1611    34.0
4311  2177.598    17    0    15.6470588235    6.0    7    1612    34.0
4312  2177.985    16    7    15.6470588235    6.0    7    1612    34.0
4313  2177.999    19    3    15.6470588235    6.0    7    1612    34.0
4314  2178.575    9    0    15.6470588235    6.0    7    1612    34.0
4315  2178.908    6    0    15.6470588235    6.0    7    1612    34.0
4316  2179.359    12    35    15.6470588235    6.0    7    1612    34.0
4317  2179.692    1    0    15.6470588235    6.0    7    1613    34.0
4318  2179.992    11    28    15.2285714286    7.0    7    1650    35.0
4319  2180.465    17    193    15.2285714286    7.0    7    1651    35.0
4320  2180.867    9    0    15.4    6.0    7    1651    35.0
4321  2181.115    6    75    15.4    6.0    7    1651    35.0
4322  2181.606    6    72    15.4    6.0    7    1652    35.0
4323  2181.834    21    233    15.4    6.0    7    1652    35.0
4324  2182.127    4    0    15.4    6.0    7    1652    35.0
4325  2182.356    6    0    15.4    6.0    7    1652    35.0
4326  2182.541    17    190    15.4    6.0    7    1652    35.0
4327  2183.004    10    6    15.4    6.0    7    1652    35.0
4328  2183.865    1    0    15.4    6.0    7    1652    35.0
4329  2183.916    17    2    15.4    6.0    7    1652    35.0
4330  2184.123    4    1    15.4    6.0    7    1652    35.0
4331  2184.325    5    0    15.4    6.0    7    1653    35.0
4332  2184.586    15    3    15.4    6.0    7    1652    35.0
4333  2184.596    6    0    15.4    6.0    7    1653    35.0
4334  2184.676    5    4    15.4    6.0    7    1653    35.0
4335  2184.837    11    0    15.4    6.0    7    1654    35.0
4336  2184.998    4    0    15.4    6.0    7    1654    35.0
4337  2185.205    6    73    15.4    6.0    7    1654    35.0
4338  2185.605    15    0    15.4    6.0    7    1654    35.0
4339  2185.731    1    0    15.4    6.0    7    1654    35.0
4340  2186.029    20    2    15.4    6.0    7    1653    35.0
4341  2186.272    17    35    15.4    6.0    7    1653    35.0
4342  2187.451    5    0    15.4    6.0    7    1654    35.0
4343  2187.453    17    191    15.4    6.0    7    1654    35.0
4344  2187.512    15    2    15.4    6.0    7    1653    35.0
4345  2187.598    17    3    15.4    6.0    7    1654    35.0
4346  2187.985    16    10    15.4    6.0    7    1654    35.0
4347  2187.999    19    3    15.4    6.0    7    1654    35.0
4348  2188.575    9    0    15.4    6.0    7    1654    35.0
4349  2188.908    6    2    15.4    6.0    7    1654    35.0
4350  2189.359    12    31    15.4    6.0    7    1654    35.0
4351  2189.692    1    0    15.4    6.0    7    1655    35.0
4352  2189.9    4    0    15.4    6.0    7    1655    35.0
4353  2189.992    11    28    15.4    6.0    7    1654    35.0
4354  2190.465    17    188    15.4    6.0    7    1655    35.0
4355  2190.867    9    2    15.4    6.0    7    1655    35.0
4356  2191.115    6    72    15.4    6.0    7    1655    35.0
4357  2191.606    6    74    15.4    6.0    7    1656    35.0
4358  2191.834    21    0    15.4    6.0    7    1656    35.0
4359  2192.127    4    0    15.4    6.0    7    1656    35.0
4360  2192.356    6    0    15.4    6.0    7    1656    35.0
4361  2192.541    17    191    15.4    6.0    7    1656    35.0
4362  2193.004    10    4    15.4    6.0    7    1656    35.0
4363  2193.865    1    0    15.4    6.0    7    1656    35.0
4364  2193.916    17    0    15.4    6.0    7    1656    35.0
4365  2194.123    4    0    15.4    6.0    7    1656    35.0
4366  2194.325    5    0    15.4    6.0    7    1657    35.0
4367  2194.586    15    0    15.4    6.0    7    1657    35.0
4368  2194.596    6    0    15.4    6.0    7    1657    35.0
4369  2194.676    5    5    15.4    6.0    7    1657    35.0
4370  2194.837    11    0    15.4    6.0    7    1657    35.0
4371  2194.998    4    0    15.4    6.0    7    1657    35.0
4372  2195.205    6    72    15.4    6.0    7    1657    35.0
4373  2195.605    15    1    15.4    6.0    7    1657    35.0
4374  2195.731    1    0    15.4    6.0    7    1657    35.0
4375  2196.029    20    2    15.4    6.0    7    1657    35.0
4376  2196.272    17    35    15.4    6.0    7    1657    35.0
4377  2197.451    5    0    15.4    6.0    7    1657    35.0
4378  2197.453    17    187    15.4    6.0    7    1657    35.0
4379  2197.512    15    9    15.4    6.0    7    1656    35.0
4380  2197.598    17    40    15.4    6.0    7    1656    35.0
4381  2197.985    16    7    15.4    6.0    7    1657    35.0
4382  2197.999    19    3    15.4    6.0    7    1657    35.0
4383  2198.575    9    0    15.4    6.0    7    1657    35.0
4384  2198.908    6    8    15.4    6.0    7    1657    35.0
4385  2199.359    12    33    15.4    6.0    7    1657    35.0
4386  2199.692    1    0    15.4    6.0    7    1658    35.0
4387  2199.9    4    0    15.4    6.0    7    1658    35.0
4388  2199.992    11    27    15.4    6.0    7    1657    35.0
4389  2200.465    17    188    15.4    6.0    7    1658    35.0
4390  2200.867    9    0    15.4    6.0    7    1658    35.0
4391  2201.115    6    74    15.4    6.0    7    1658    35.0
4392  2201.606    6    72    15.4    6.0    7    1658    35.0
4393  2201.834    21    0    15.4    6.0    7    1658    35.0
4394  2202.127    4    0    15.4    6.0    7    1658    35.0
4395  2202.356    6    0    15.4    6.0    7    1658    35.0
4396  2202.541    17    185    15.4    6.0    7    1658    35.0
4397  2203.004    10    6    15.4    6.0    7    1658    35.0
4398  2203.865    1    0    15.4    6.0    7    1658    35.0
4399  2203.916    17    4    15.4    6.0    7    1658    35.0
4400  2204.123    4    0    15.4    6.0    7    1658    35.0
4401  2204.325    5    0    15.4    6.0    7    1658    35.0
4402  2204.586    15    2    15.4    6.0    7    1658    35.0
4403  2204.596    6    0    15.4    6.0    7    1658    35.0
4404  2204.676    5    4    15.4    6.0    7    1658    35.0
4405  2204.837    11    2    15.4    6.0    7    1658    35.0
4406  2204.998    4    0    15.4    6.0    7    1658    35.0
4407  2205.205    6    0    15.4    6.0    7    1658    35.0
4408  2205.605    15    3    15.4    6.0    7    1657    35.0
4409  2205.731    1    0    15.4    6.0    7    1658    35.0
4410  2206.029    20    2    15.4    6.0    7    1658    35.0
4411  2206.272    17    38    15.4    6.0    7    1658    35.0
4412  2207.451    5    2    15.4    6.0    7    1658    35.0
4413  2207.453    17    187    15.4    6.0    7    1658    35.0
4414  2207.512    15    3    15.4    6.0    7    1658    35.0
4415  2207.598    17    36    15.4    6.0    7    1658    35.0
4416  2207.985    16    10    15.4    6.0    7    1658    35.0
4417  2207.999    19    3    15.4    6.0    7    1658    35.0
4418  2208.575    9    0    15.4    6.0    7    1658    35.0
4419  2208.908    6    0    15.4    6.0    7    1658    35.0
4420  2209.359    12    32    15.4    6.0    7    1658    35.0
4421  2209.692    1    1    15.4    6.0    7    1658    35.0
4422  2209.9    4    0    15.4    6.0    7    1658    35.0
4423  2209.992    11    0    15.4    6.0    7    1658    35.0
4424  2210.465    17    184    15.4    6.0    7    1658    35.0
4425  2210.867    9    0    15.4    6.0    7    1658    35.0
4426  2211.115    6    72    15.4    6.0    7    1658    35.0
4427  2211.606    6    74    15.4    6.0    7    1658    35.0
4428  2211.834    21    1    15.4    6.0    7    1658    35.0
4429  2212.127    4    0    15.4    6.0    7    1658    35.0
4430  2212.356    6    0    15.4    6.0    7    1658    35.0
4431  2212.541    17    187    15.4    6.0    7    1658    35.0
4432  2213.004    10    4    15.4    6.0    7    1658    35.0
4433  2213.865    1    0    15.4    6.0    7    1658    35.0
4434  2213.916    17    16    15.4    6.0    7    1658    35.0
4435  2214.123    4    0    15.4    6.0    7    1659    35.0
4436  2214.325    5    1    15.4    6.0    7    1659    35.0
4437  2214.586    15    0    15.4    6.0    7    1659    35.0
4438  2214.596    6    0    15.4    6.0    7    1659    35.0
4439  2214.676    5    5    15.4    6.0    7    1659    35.0
4440  2214.837    11    2    15.4    6.0    7    1659    35.0
4441  2214.998    4    0    15.4    6.0    7    1659    35.0
4442  2215.205    6    0    15.4    6.0    7    1659    35.0
4443  2215.605    15    3    15.4    6.0    7    1658    35.0
4444  2215.731    1    0    15.4    6.0    7    1659    35.0
4445  2216.029    20    2    15.4    6.0    7    1659    35.0
4446  2216.272    17    36    15.4    6.0    7    1659    35.0
4447  2217.451    5    2    15.4    6.0    7    1658    35.0
4448  2217.453    17    184    15.4    6.0    7    1659    35.0
4449  2217.512    15    9    15.4    6.0    7    1659    35.0
4450  2217.598    17    38    15.4    6.0    7    1659    35.0
4451  2217.985    16    7    15.4    6.0    7    1659    35.0
4452  2217.999    19    3    15.4    6.0    7    1659    35.0
4453  2218.575    9    0    15.4    6.0    7    1659    35.0
4454  2218.908    6    0    15.4    6.0    7    1659    35.0
4455  2219.359    12    33    15.4    6.0    7    1659    35.0
4456  2219.692    1    12    15.4    6.0    7    1659    35.0
4457  2219.9    4    0    15.4    6.0    7    1659    35.0
4458  2219.992    11    0    15.4    6.0    7    1659    35.0
4459  2220.465    17    187    15.4    6.0    7    1659    35.0
4460  2220.867    9    0    15.4    6.0    7    1659    35.0
4461  2221.115    6    74    15.4    6.0    7    1659    35.0
4462  2221.606    6    73    15.4    6.0    7    1660    35.0
4463  2221.834    21    2    15.4    6.0    7    1659    35.0
4464  2222.127    4    0    15.4    6.0    7    1660    35.0
4465  2222.356    6    0    15.4    6.0    7    1660    35.0
4466  2222.541    17    184    15.4    6.0    7    1660    35.0
4467  2223.004    10    6    15.4    6.0    7    1660    35.0
4468  2223.865    1    0    15.4    6.0    7    1660    35.0
4469  2223.916    17    12    15.4    6.0    7    1660    35.0
4470  2224.123    4    0    15.4    6.0    7    1661    35.0
4471  2224.325    5    0    15.4    6.0    7    1661    35.0
4472  2224.586    15    1    15.4    6.0    7    1662    35.0
4473  2224.596    6    1    15.4    6.0    7    1662    35.0
4474  2224.676    5    4    15.4    6.0    7    1662    35.0
4475  2224.837    11    27    15.4    6.0    7    1661    35.0
4476  2224.998    4    0    15.4    6.0    7    1662    35.0
4477  2225.205    6    1    15.4    6.0    7    1662    35.0
4478  2225.605    15    4    15.4    6.0    7    1662    35.0
4479  2225.731    1    0    15.4    6.0    7    1662    35.0
4480  2226.029    20    2    15.4    6.0    7    1662    35.0
4481  2226.272    17    38    15.4    6.0    7    1662    35.0
4482  2227.451    5    4    15.4    6.0    7    1661    35.0
4483  2227.453    17    186    15.4    6.0    7    1662    35.0
4484  2227.512    15    3    15.4    6.0    7    1662    35.0
4485  2227.598    17    36    15.4    6.0    7    1662    35.0
4486  2227.985    16    10    15.0    7.0    7    1697    36.0
4487  2227.999    19    3    15.0    7.0    7    1697    36.0
4488  2228.575    9    0    15.0    7.0    7    1697    36.0
4489  2228.908    6    0    16.2222222222    6.0    7    1697    36.0
4490  2229.359    13    35    16.2222222222    6.0    7    1697    36.0
4491  2229.692    1    12    16.2222222222    6.0    7    1697    36.0
4492  2229.9    4    0    16.2222222222    6.0    7    1697    36.0
4493  2229.992    12    0    16.2222222222    6.0    7    1697    36.0
4494  2230.465    18    193    16.2222222222    6.0    7    1697    36.0
4495  2230.867    10    0    16.2222222222    6.0    7    1697    36.0
4496  2231.115    6    73    16.2222222222    6.0    7    1697    36.0
4497  2231.606    6    74    16.2222222222    6.0    7    1697    36.0
