Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
4498  2231.834    22    3    16.2222222222    6.0    7    1696    36.0
4499  2232.127    4    0    16.2222222222    6.0    7    1697    36.0
4500  2232.356    6    0    16.2222222222    6.0    7    1697    36.0
4501  2232.541    18    195    16.2222222222    6.0    7    1697    36.0
4502  2233.004    12    4    23.8888888889    5.0    7    1697    36.0
4503  2233.865    1    0    23.8888888889    5.0    7    1697    36.0
4504  2233.916    19    22    23.8888888889    5.0    7    1697    36.0
4505  2234.123    4    1    23.8888888889    5.0    7    1698    36.0
4506  2234.325    5    0    23.8888888889    5.0    7    1698    36.0
4507  2234.586    17    38    23.8888888889    5.0    7    1697    36.0
4508  2234.596    22    5    23.8888888889    5.0    7    1697    36.0
4509  2234.676    6    8    23.8888888889    5.0    7    1698    36.0
4510  2234.837    12    33    30.3333333333    4.0    7    1697    36.0
4511  2234.998    10    0    30.3333333333    4.0    7    1698    36.0
4512  2235.205    12    25    30.3333333333    4.0    7    1698    36.0
4513  2235.605    18    6    30.3333333333    4.0    7    1699    36.0
4514  2235.731    1    0    30.3333333333    4.0    7    1699    36.0
4515  2236.029    30    2    30.3333333333    4.0    7    1699    36.0
4516  2236.272    27    48    30.3333333333    4.0    7    1699    36.0
4517  2237.451    6    4    30.3333333333    4.0    7    1699    36.0
4518  2237.453    22    237    30.3333333333    4.0    7    1699    36.0
4519  2237.512    20    12    30.3333333333    4.0    7    1699    36.0
4520  2237.598    23    0    30.3333333333    4.0    7    1699    36.0
4521  2237.765    33    0    32.1666666667    3.0    7    1699    36.0
4522  2237.985    22    7    32.1666666667    3.0    7    1699    36.0
4523  2237.999    31    5    32.1666666667    3.0    7    1699    36.0
4524  2238.575    10    2    32.1666666667    3.0    7    1699    36.0
4525  2238.908    13    3    32.1666666667    3.0    7    1699    36.0
4526  2239.359    19    60    32.1666666667    3.0    7    1699    36.0
4527  2239.692    1    12    32.1666666667    3.0    7    1699    36.0
4528  2239.9    15    0    32.1666666667    3.0    6    1699    36.0
4529  2239.992    12    0    32.1666666667    3.0    6    1699    36.0
4530  2240.465    24    0    32.1666666667    3.0    6    1699    36.0
4531  2240.867    10    0    32.1666666667    3.0    6    1699    36.0
4532  2241.115    27    0    32.1666666667    3.0    6    1699    36.0
4533  2241.606    14    158    32.1666666667    3.0    6    1699    36.0
4534  2241.834    33    4    32.1666666667    3.0    6    1699    36.0
4535  2242.127    15    1    32.1666666667    3.0    6    1699    36.0
4536  2242.356    27    1    32.1666666667    3.0    6    1699    36.0
4537  2242.541    24    263    32.1666666667    3.0    6    1699    36.0
4538  2243.004    19    7    32.1666666667    3.0    6    1699    36.0
4539  2243.865    27    0    32.1666666667    3.0    6    1699    36.0
4540  2243.916    24    17    32.1666666667    3.0    6    1699    36.0
4541  2244.123    29    55    32.1666666667    3.0    6    1699    36.0
4542  2244.325    5    0    32.1666666667    3.0    6    1700    36.0
4543  2244.586    31    49    32.1666666667    3.0    6    1700    36.0
4544  2244.596    29    0    32.1666666667    3.0    6    1700    36.0
4545  2244.676    15    1    32.1666666667    3.0    6    1700    36.0
4546  2244.837    12    33    32.1666666667    3.0    6    1700    36.0
4547  2244.998    16    1    32.1666666667    3.0    6    1700    36.0
4548  2245.205    29    59    32.1666666667    3.0    6    1700    36.0
4549  2245.605    23    11    32.1666666667    3.0    6    1700    36.0
4550  2245.731    1    0    32.1666666667    3.0    6    1701    36.0
4551  2246.029    32    1    32.1666666667    3.0    6    1700    36.0
4552  2246.272    29    52    32.1666666667    3.0    6    1701    36.0
4553  2247.451    15    14    32.1666666667    3.0    6    1701    36.0
4554  2247.453    24    265    32.1666666667    3.0    6    1701    36.0
4555  2247.512    23    0    32.1666666667    3.0    6    1701    36.0
4556  2247.598    24    5    32.1666666667    3.0    6    1701    36.0
4557  2247.765    33    2    32.1666666667    3.0    6    1701    36.0
4558  2247.985    24    11    32.1666666667    3.0    6    1701    36.0
4559  2247.999    31    9    32.1666666667    3.0    6    1700    36.0
4560  2248.575    10    118    32.1666666667    3.0    6    1700    36.0
4561  2248.908    15    0    32.1666666667    3.0    6    1701    36.0
4562  2249.359    29    82    32.1666666667    3.0    6    1702    36.0
4563  2249.692    1    12    32.1666666667    3.0    6    1702    36.0
4564  2249.9    16    1    32.1666666667    3.0    6    1702    36.0
4565  2249.992    12    1    32.1666666667    3.0    6    1702    36.0
4566  2250.465    24    1    32.1666666667    3.0    6    1702    36.0
4567  2250.867    10    0    32.1666666667    3.0    6    1702    36.0
4568  2251.115    27    2    32.1666666667    3.0    6    1702    36.0
4569  2251.606    15    163    32.1666666667    3.0    6    1702    36.0
4570  2251.834    33    4    32.1666666667    3.0    6    1702    36.0
4571  2252.127    16    4    32.1666666667    3.0    6    1702    36.0
4572  2252.356    27    0    32.1666666667    3.0    6    1703    36.0
4573  2252.541    24    264    32.1666666667    3.0    6    1703    36.0
4574  2253.004    19    7    32.1666666667    3.0    6    1703    36.0
4575  2253.865    27    3    32.1666666667    3.0    6    1703    36.0
4576  2253.916    24    26    32.1666666667    3.0    6    1703    36.0
4577  2254.123    29    53    32.1666666667    3.0    6    1703    36.0
4578  2254.325    5    0    32.1666666667    3.0    6    1704    36.0
4579  2254.586    31    52    32.1666666667    3.0    6    1704    36.0
4580  2254.596    29    0    32.1666666667    3.0    6    1704    36.0
4581  2254.676    15    163    32.1666666667    3.0    6    1704    36.0
4582  2254.837    12    33    32.1666666667    3.0    6    1705    36.0
4583  2254.998    16    2    32.1666666667    3.0    6    1705    36.0
4584  2255.205    29    64    32.1666666667    3.0    6    1706    36.0
4585  2255.605    23    10    32.1666666667    3.0    6    1707    36.0
4586  2255.731    1    0    32.1666666667    3.0    6    1707    36.0
4587  2256.029    32    3    32.1666666667    3.0    6    1706    36.0
4588  2256.272    29    51    32.1666666667    3.0    6    1707    36.0
4589  2257.451    15    14    32.1666666667    3.0    6    1707    36.0
4590  2257.453    24    260    32.1666666667    3.0    6    1707    36.0
4591  2257.512    23    1    32.1666666667    3.0    6    1707    36.0
4592  2257.598    24    6    32.1666666667    3.0    6    1706    36.0
4593  2257.765    33    18    32.1666666667    3.0    6    1707    36.0
4594  2257.985    24    10    32.1666666667    3.0    6    1708    36.0
4595  2257.999    31    6    32.1666666667    3.0    6    1708    36.0
4596  2258.575    10    113    32.1666666667    3.0    6    1708    36.0
4597  2258.908    15    0    32.1666666667    3.0    6    1708    36.0
4598  2259.359    29    85    32.1666666667    3.0    6    1708    36.0
4599  2259.692    1    0    32.1666666667    3.0    6    1708    36.0
4600  2259.9    16    1    32.1666666667    3.0    6    1708    36.0
4601  2259.992    12    131    32.1666666667    3.0    6    1707    36.0
4602  2260.465    24    0    32.1666666667    3.0    6    1707    36.0
4603  2260.867    10    0    32.1666666667    3.0    6    1708    36.0
4604  2261.115    27    5    32.1666666667    3.0    6    1707    36.0
4605  2261.606    15    162    32.1666666667    3.0    6    1708    36.0
4606  2261.834    33    4    32.1666666667    3.0    6    1708    36.0
4607  2262.127    16    7    32.1666666667    3.0    6    1708    36.0
4608  2262.356    27    1    32.1666666667    3.0    6    1709    36.0
4609  2262.541    24    261    32.1666666667    3.0    6    1709    36.0
4610  2263.004    19    1    32.1666666667    3.0    6    1709    36.0
4611  2263.865    29    336    32.1666666667    3.0    6    1709    36.0
4612  2263.916    24    17    32.1666666667    3.0    6    1710    36.0
4613  2264.123    29    56    32.1666666667    3.0    6    1710    36.0
4614  2264.325    5    0    32.1666666667    3.0    6    1710    36.0
4615  2264.586    31    50    32.1666666667    3.0    6    1710    36.0
4616  2264.596    29    3    32.1666666667    3.0    6    1710    36.0
4617  2264.676    15    159    32.1666666667    3.0    6    1710    36.0
4618  2264.837    12    1    32.1666666667    3.0    6    1711    36.0
4619  2264.998    16    8    32.1666666667    3.0    6    1711    36.0
4620  2265.205    29    59    32.1666666667    3.0    6    1712    36.0
4621  2265.605    23    12    32.1666666667    3.0    6    1711    36.0
4622  2265.731    1    0    32.1666666667    3.0    6    1712    36.0
4623  2266.029    34    3    32.1666666667    3.0    6    1712    36.0
4624  2266.272    31    56    32.1666666667    3.0    6    1712    36.0
4625  2267.451    15    14    32.1666666667    3.0    6    1712    36.0
4626  2267.453    24    264    32.1666666667    3.0    6    1712    36.0
4627  2267.512    23    3    32.1666666667    3.0    6    1711    36.0
4628  2267.598    24    10    32.1666666667    3.0    6    1711    36.0
4629  2267.765    33    17    32.1666666667    3.0    6    1712    36.0
4630  2267.985    24    11    32.1666666667    3.0    6    1713    36.0
4631  2267.999    31    9    32.1666666667    3.0    6    1713    36.0
4632  2268.575    10    112    32.1666666667    3.0    6    1713    36.0
4633  2268.908    15    1    32.1666666667    3.0    6    1713    36.0
4634  2269.359    29    82    32.1666666667    3.0    6    1713    36.0
4635  2269.692    1    0    32.1666666667    3.0    6    1713    36.0
4636  2269.9    16    2    32.1666666667    3.0    6    1713    36.0
4637  2269.992    12    122    32.1666666667    3.0    6    1713    36.0
4638  2270.465    24    2    32.1666666667    3.0    6    1714    36.0
4639  2270.867    10    1    32.1666666667    3.0    6    1714    36.0
4640  2271.115    27    6    32.1666666667    3.0    6    1713    36.0
4641  2271.606    15    163    32.1666666667    3.0    6    1714    36.0
4642  2271.834    33    5    32.1666666667    3.0    6    1714    36.0
4643  2272.127    16    1    32.1666666667    3.0    6    1714    36.0
4644  2272.356    29    338    32.1666666667    3.0    6    1713    36.0
4645  2272.541    24    264    32.1666666667    3.0    6    1714    36.0
4646  2273.004    19    3    32.1666666667    3.0    6    1714    36.0
4647  2273.865    29    337    32.1666666667    3.0    6    1714    36.0
4648  2273.916    24    26    32.1666666667    3.0    6    1715    36.0
4649  2274.123    29    52    32.1666666667    3.0    6    1715    36.0
4650  2274.325    5    1    32.1666666667    3.0    6    1715    36.0
4651  2274.586    31    51    32.1666666667    3.0    6    1715    36.0
4652  2274.596    29    338    32.1666666667    3.0    6    1714    36.0
4653  2274.676    15    0    32.1666666667    3.0    6    1715    36.0
4654  2274.837    12    1    32.1666666667    3.0    6    1714    36.0
4655  2274.998    16    8    32.1666666667    3.0    6    1715    36.0
4656  2275.205    29    64    32.1666666667    3.0    6    1716    36.0
4657  2275.605    23    9    32.1666666667    3.0    6    1716    36.0
4658  2275.731    1    0    32.1666666667    3.0    6    1716    36.0
4659  2276.029    34    5    32.1666666667    3.0    6    1716    36.0
4660  2276.272    31    53    32.1666666667    3.0    6    1716    36.0
4661  2277.451    15    14    32.1666666667    3.0    6    1716    36.0
4662  2277.453    24    260    32.1666666667    3.0    6    1716    36.0
4663  2277.512    23    2    32.1666666667    3.0    6    1715    36.0
4664  2277.598    24    7    32.1666666667    3.0    6    1716    36.0
4665  2277.765    33    19    32.1666666667    3.0    6    1716    36.0
4666  2277.985    24    10    32.1666666667    3.0    6    1716    36.0
4667  2277.999    31    6    32.1666666667    3.0    6    1716    36.0
4668  2278.575    10    111    32.1666666667    3.0    6    1716    36.0
4669  2278.908    15    2    32.1666666667    3.0    6    1716    36.0
4670  2279.359    29    85    32.1666666667    3.0    6    1717    36.0
4671  2279.692    1    0    32.1666666667    3.0    6    1717    36.0
4672  2279.9    16    1    32.1666666667    3.0    6    1717    36.0
4673  2279.992    12    122    32.1666666667    3.0    6    1716    36.0
4674  2280.465    24    0    32.1666666667    3.0    6    1717    36.0
4675  2280.867    10    16    32.1666666667    3.0    6    1716    36.0
4676  2281.115    27    6    32.1666666667    3.0    6    1717    36.0
4677  2281.606    15    166    32.1666666667    3.0    6    1717    36.0
4678  2281.834    33    5    32.1666666667    3.0    6    1717    36.0
4679  2282.127    16    5    32.1666666667    3.0    6    1717    36.0
4680  2282.356    29    333    32.1666666667    3.0    6    1717    36.0
4681  2282.541    24    261    32.1666666667    3.0    6    1718    36.0
4682  2283.004    19    44    32.1666666667    3.0    6    1718    36.0
4683  2283.865    29    333    32.1666666667    3.0    6    1719    36.0
4684  2283.916    24    17    32.1666666667    3.0    6    1720    36.0
4685  2284.123    29    55    32.1666666667    3.0    6    1720    36.0
4686  2284.325    5    0    32.1666666667    3.0    6    1720    36.0
4687  2284.586    31    49    32.1666666667    3.0    6    1720    36.0
4688  2284.596    29    333    32.1666666667    3.0    6    1720    36.0
4689  2284.676    15    2    32.1666666667    3.0    6    1720    36.0
4690  2284.837    12    2    32.1666666667    3.0    6    1720    36.0
4691  2284.998    16    3    32.1666666667    3.0    6    1720    36.0
4692  2285.205    29    3    32.1666666667    3.0    6    1721    36.0
4693  2285.605    23    10    32.1666666667    3.0    6    1721    36.0
4694  2285.731    1    0    32.1666666667    3.0    6    1721    36.0
4695  2286.029    34    11    32.1666666667    3.0    6    1720    36.0
4696  2286.272    31    56    32.1666666667    3.0    6    1721    36.0
4697  2287.451    15    14    32.1666666667    3.0    6    1721    36.0
4698  2287.453    24    0    32.1666666667    3.0    6    1721    36.0
4699  2287.512    23    4    32.1666666667    3.0    6    1721    36.0
4700  2287.598    24    10    32.1666666667    3.0    6    1721    36.0
4701  2287.765    33    17    32.1666666667    3.0    6    1721    36.0
